Ranking,University,City,State,Region,Founded,Students_count,Staff_count,Setting,Latitude,Longitude,Air_quality
878,Southeastern University,Lakeland ,Florida,Southeast,1935,8999,199,Urban,28.040507,-81.954113,2
879,"Westminster College, Pennsylvania",New Wilmington ,Pennsylvania,Northeast,1852,1999,199,Suburban,41.122483,-80.333095,2
880,Lebanon Valley College,Annville ,Pennsylvania,Northeast,1866,2999,299,Suburban,40.329628,-76.517407,2
881,Manhattan School of Music,New York City ,New York,Northeast,1917,1999,399,Urban,40.713054,-74.007228,2
882,Montana State University Billings,Billings ,Montana,West,1927,5999,399,Urban,45.78265,-108.504578,1
883,Christian Brothers University,Memphis ,Tennessee,Southeast,1871,2999,199,Urban,35.143378,-90.052136,2
884,Saint Mary's University of Minnesota,Winona ,Minnesota,Midwest,1912,7999,499,Rural,44.049877,-91.639366,1
885,Eastern Oregon University,La Grande ,Oregon,West,1929,4999,199,Rural,45.324565,-118.087985,1
886,Lake Forest College,Lake Forest ,Illinois,Midwest,1857,1999,199,Suburban,42.232631,-87.854956,2
887,University of North Carolina School of the Arts,Winston-Salem ,North Carolina,Southeast,1963,1999,199,Urban,36.096261,-80.243735,2
888,Alabama State University,Montgomery ,Alabama,Southeast,1867,5999,499,Urban,32.376547,-86.299651,2
889,Indiana University Southeast,New Albany ,Indiana,Midwest,1941,6999,299,Suburban,38.283507,-85.823002,2
890,Lynn University,Boca Raton ,Florida,Southeast,1962,3999,199,Urban,26.35052,-80.089831,2
891,Carroll University,Waukesha ,Wisconsin,Midwest,1846,3999,499,Urban,43.012805,-88.235085,2
892,East Stroudsburg University,East Stroudsburg ,Pennsylvania,Northeast,1893,7999,399,Urban,41.002827,-75.183229,2
893,Lincoln Memorial University,Harrogate ,Tennessee,Southeast,1897,5999,599,Rural,36.583098,-83.656329,2
894,Dordt University,Sioux Center ,Iowa,Midwest,1955,1999,199,Rural,43.075969,-96.175468,2
895,University of Mary,Bismarck ,North Dakota,Midwest,1959,4999,399,Rural,46.80537,-100.781609,1
896,Alabama A&M University,Huntsville ,Alabama,Southeast,1875,6999,399,Urban,34.729538,-86.585283,2
897,Manhattanville College,Purchase ,New York,Northeast,1841,3999,399,Suburban,41.040798,-73.714996,2
898,New England Conservatory,Boston ,Massachusetts,Northeast,1867,999,399,Urban,42.358894,-71.056742,2
899,City University of Seattle,Seattle ,Washington,West,1973,3999,499,Urban,47.603229,-122.33028,2
900,Central College,Pella ,Iowa,Midwest,1853,1999,199,Rural,41.408107,-92.916445,2
901,Mayo Clinic College of Medicine and Science,Rochester ,Minnesota,Midwest,1972,1999,699,Urban,44.019331,-92.458867,1
902,Baker University,Baldwin City ,Kansas,Midwest,1858,3999,499,Suburban,38.774931,-95.186096,2
903,University of Wisconsin-Superior,Superior ,Wisconsin,Midwest,1893,3999,199,Suburban,46.72064,-92.097919,1
904,Guilford College,Greensboro ,North Carolina,Southeast,1837,1999,199,Urban,36.072701,-79.793899,2
905,Charleston Southern University,Charleston ,South Carolina,Southeast,1964,4999,399,Urban,32.77647,-79.931027,2
906,Eastern University,St. Davids ,Pennsylvania,Northeast,1952,4999,499,Suburban,40.040798,-75.378899,2
907,Sterling College,Sterling ,Kansas,Midwest,1887,999,99,Rural,38.209868,-98.206928,2
908,San Francisco Art Institute,San Francisco ,California,West,1871,999,99,Urban,37.78008,-122.420168,2
909,Nazareth College,Rochester ,New York,Northeast,1924,3999,499,Suburban,43.155708,-77.612547,2
910,Mercyhurst University,Erie ,Pennsylvania,Northeast,1926,3999,299,Urban,42.127951,-80.08258,2
911,Spring Hill College,Mobile ,Alabama,Southeast,1830,1999,199,Urban,30.688943,-88.044822,2
912,Southern Adventist University,Collegedale ,Tennessee,Southeast,1892,3999,199,Suburban,35.05286,-85.048644,1
913,Point Park University,Pittsburgh ,Pennsylvania,Northeast,1960,5999,699,Urban,40.442169,-79.994945,2
914,Spring Arbor University,Spring Arbor ,Michigan,Midwest,1873,4999,399,Suburban,42.205223,-84.554027,2
915,College for Creative Studies,Detroit ,Michigan,Midwest,1906,1999,99,Urban,42.332916,-83.047853,3
916,Seattle Central College,Seattle ,Washington,West,1965,14999,399,Urban,47.603229,-122.33028,2
917,John Brown University,Siloam Springs ,Arkansas,Southeast,1919,2999,199,Rural,36.188546,-94.541382,2
918,Marian University,Indianapolis ,Indiana,Midwest,1937,4999,399,Urban,39.76845,-86.156212,2
919,Lycoming College,Williamsport ,Pennsylvania,Northeast,1812,1999,199,Urban,41.241489,-77.04192,2
920,Wilmington University,New Castle ,Delaware,Southeast,1968,19999,1999,Suburban,39.660057,-75.560876,2
921,Transylvania University,Lexington ,Kentucky,Southeast,1780,999,199,Urban,38.046356,-84.497021,2
922,Hampden-Sydney College,Hampden-Sydney ,Virginia,Southeast,1775,1999,199,Rural,37.236964,-78.458567,2
923,Austin College,Sherman ,Texas,Southwest,1849,1999,199,Urban,33.63559,-96.609017,2
924,McNeese State University,Lake Charles ,Louisiana,Southeast,1939,8999,299,Urban,30.229289,-93.217112,1
925,Winston-Salem State University,Winston-Salem ,North Carolina,Southeast,1892,5999,499,Urban,36.096261,-80.243735,2
926,Belhaven University,Jackson ,Mississippi,Southeast,1883,5999,99,Urban,32.302897,-90.183488,2
927,Farmingdale State College,Farmingdale ,New York,Northeast,1912,19999,899,Suburban,40.732911,-73.445878,4
928,Coe College,Cedar Rapids ,Iowa,Midwest,1851,1999,199,Urban,41.978122,-91.669808,2
929,Delta State University,Cleveland ,Mississippi,Southeast,1924,5999,299,Rural,33.747697,-90.721696,1
930,Western Colorado University,Gunnison ,Colorado,West,1901,3999,199,Rural,38.545502,-106.926898,2
931,Brooklyn College,Brooklyn ,New York,Northeast,1930,24999,1499,Urban,40.692529,-73.990996,2
932,American International College,Springfield ,Massachusetts,Northeast,1885,3999,499,Urban,42.102051,-72.585757,2
933,Warren Wilson College,Swannanoa ,North Carolina,Southeast,1894,999,199,Suburban,35.601923,-82.397773,2
934,DeSales University,Center Valley ,Pennsylvania,Northeast,1964,4999,399,Suburban,40.529258,-75.393782,2
935,Saint Xavier University,Chicago ,Illinois,Midwest,1846,4999,399,Urban,41.883229,-87.632398,2
936,Southwestern Law School,Los Angeles ,California,West,1911,999,99,Urban,34.052238,-118.243344,3
937,Rosemont College,Rosemont ,Pennsylvania,Northeast,1921,1999,199,Suburban,40.0256,-75.324203,2
938,"Anderson University, Indiana",Anderson ,Indiana,Midwest,1917,2999,199,Urban,40.107884,-85.67821,2
939,Endicott College,Beverly ,Massachusetts,Northeast,1939,6999,499,Suburban,42.552163,-70.882679,2
940,Paul Smith's College,Paul Smiths ,New York,Northeast,1946,999,99,Rural,44.435899,-74.251543,2
941,Ripon College,Ripon ,Wisconsin,Midwest,1851,999,99,Rural,43.84154,-88.835355,1
942,Lewis-Clark State College,Lewiston ,Idaho,West,1893,4999,199,Urban,46.419101,-117.019012,1
943,Centenary College of Louisiana,Shreveport ,Louisiana,Southeast,1825,999,99,Urban,32.51424,-93.747757,1
944,Metropolitan State University,Saint Paul ,Minnesota,Midwest,1971,14999,699,Urban,44.943719,-93.094281,1
945,Grambling State University,Grambling ,Louisiana,Southeast,1901,6999,199,Rural,32.529843,-92.713617,1
946,Dillard University,New Orleans ,Louisiana,Southeast,1869,1999,199,Urban,29.950621,-90.074948,1
947,"The Graduate Center, CUNY",New York City ,New York,Northeast,1961,9999,599,Urban,40.713054,-74.007228,2
948,Lee University,Cleveland ,Tennessee,Southeast,1918,6999,299,Urban,35.159867,-84.8755,2
949,Concordia University Texas,Austin ,Texas,Southwest,1926,3999,99,Urban,30.264979,-97.746598,2
950,Saint Mary's College,Notre Dame ,Indiana,Midwest,1844,1999,299,Suburban,41.705669,-86.247525,2
951,Berkeley College,New York City ,New York,Northeast,1931,5999,99,Urban,40.713054,-74.007228,2
952,California University of Pennsylvania,California ,Pennsylvania,Northeast,1852,14999,499,Suburban,40.067097,-79.894911,2
953,Hollins University,Roanoke ,Virginia,Southeast,1842,999,199,Suburban,37.270496,-79.940581,2
954,The College of Saint Rose,Albany ,New York,Northeast,1920,4999,399,Urban,42.651242,-73.755418,2
955,Bennett College,Greensboro ,North Carolina,Southeast,1873,999,99,Urban,36.072701,-79.793899,2
956,Pacific Union College,Angwin ,California,West,1882,1999,99,Rural,38.575715,-122.450037,1
957,The University of West Alabama,Livingston ,Alabama,Southeast,1835,6999,299,Rural,32.584139,-88.186665,2
958,Keiser University,Fort Lauderdale ,Florida,Southeast,1977,34999,1999,Urban,26.124163,-80.143586,2
959,Gardner-Webb University,Boiling Springs ,North Carolina,Southeast,1905,4999,199,Rural,35.250545,-81.662918,2
960,Millikin University,Decatur ,Illinois,Midwest,1901,2999,399,Urban,39.841454,-88.955851,2
961,Moody Bible Institute,Chicago ,Illinois,Midwest,1886,3999,299,Urban,41.883229,-87.632398,2
962,Mitchell Hamline School of Law,Saint Paul ,Minnesota,Midwest,2015,1999,499,Urban,44.943719,-93.094281,1
963,Mount St. Joseph University,Cincinnati ,Ohio,Midwest,1920,2999,199,Suburban,39.104427,-84.513808,2
964,Cameron University,Lawton ,Oklahoma,Southwest,1908,5999,299,Urban,34.606378,-98.396817,2
965,Fresno Pacific University,Fresno ,California,West,1944,5999,199,Urban,36.731654,-119.785856,1
966,Walsh University,North Canton ,Ohio,Midwest,1960,3999,199,Suburban,40.877204,-81.402456,2
967,Western New Mexico University,Silver City ,New Mexico,Southwest,1893,4999,299,Rural,32.769511,-108.273837,2
968,Aurora University,Aurora ,Illinois,Midwest,1893,7999,499,Suburban,41.75527,-88.309507,2
969,Rogers State University,Claremore ,Oklahoma,Southwest,1909,4999,299,Suburban,36.313969,-95.61658,2
970,Saint Vincent College,Latrobe ,Pennsylvania,Northeast,1846,1999,199,Suburban,40.318276,-79.381082,2
971,Wagner College,Staten Island ,New York,Northeast,1883,2999,199,Urban,40.643498,-74.076203,2
972,Simpson College,Indianola ,Iowa,Midwest,1860,1999,299,Suburban,41.35826,-93.558337,2
973,Manchester University,North Manchester ,Indiana,Midwest,1889,1999,199,Rural,40.999013,-85.774476,2
974,Buena Vista University,Storm Lake ,Iowa,Midwest,1891,2999,599,Rural,42.640945,-95.200862,1
975,South Texas College of Law,Houston ,Texas,Southwest,1923,1999,199,Urban,29.760803,-95.369506,2
976,Shepherd University,Shepherdstown ,West Virginia,Southeast,1871,4999,399,Suburban,39.430374,-77.804289,2
977,Alvernia University,Reading ,Pennsylvania,Northeast,1958,3999,199,Urban,40.336919,-75.921965,2
978,Merrimack College,North Andover ,Massachusetts,Northeast,1947,5999,499,Suburban,42.687667,-71.121572,2
979,LeTourneau University,Longview ,Texas,Southwest,1946,3999,299,Urban,32.494556,-94.742336,1
980,The Sage Colleges,Troy ,New York,Northeast,1916,2999,199,Urban,42.727684,-73.691059,2
981,Rush University,Chicago ,Illinois,Midwest,1972,3999,1499,Urban,41.883229,-87.632398,2
982,University of Maine at Machias,Machias ,Maine,Northeast,1909,999,99,Rural,44.7143,-67.459751,2
983,New College of Florida,Sarasota ,Florida,Southeast,1960,999,199,Suburban,27.336483,-82.538602,2
984,Adams State University,Alamosa ,Colorado,West,1921,4999,299,Rural,37.468191,-105.874293,2
985,Tougaloo College,Tougaloo ,Mississippi,Southeast,1869,999,99,Urban,32.397499,-90.158897,2
986,Buffalo State College,Buffalo ,New York,Northeast,1871,14999,899,Urban,42.887691,-78.879374,2
987,MCPHS University,Boston ,Massachusetts,Northeast,1823,7999,899,Urban,42.358894,-71.056742,2
988,Whitworth University,Spokane ,Washington,West,1890,2999,199,Suburban,47.658999,-117.425022,1
989,Notre Dame of Maryland University,Baltimore ,Maryland,Southeast,1895,3999,299,Urban,39.290443,-76.612333,2
990,Woodbury University,Burbank ,California,West,1884,1999,299,Urban,34.182052,-118.307476,3
991,Bethune-Cookman University,Daytona Beach ,Florida,Southeast,1904,4999,299,Urban,29.207056,-81.020739,2
992,Framingham State University,Framingham ,Massachusetts,Northeast,1839,9999,399,Urban,42.28156,-71.418825,2
993,Trinity Washington University,Washington ,District of Columbia,Northeast,1897,2999,299,Urban,38.892062,-77.019912,2
994,Walla Walla University,College Place ,Washington,West,1892,2999,199,Suburban,46.0439,-118.378229,1
995,Saint Francis University,Loretto ,Pennsylvania,Northeast,1847,3999,199,Suburban,40.508837,-78.63748,2
996,Mount St. Mary's University,Emmitsburg ,Maryland,Southeast,1808,2999,199,Suburban,39.704508,-77.32596,2
997,Unity College,Unity ,Maine,Northeast,1965,999,99,Rural,44.611297,-69.33421,2
998,Molloy College,Rockville Centre ,New York,Northeast,1955,8999,799,Suburban,40.662249,-73.640293,4
999,Southwestern College,Winfield ,Kansas,Midwest,1885,2999,99,Rural,37.240493,-96.987168,2
1000,Alfred State College,Alfred ,New York,Northeast,1908,4999,299,Rural,42.254724,-77.790363,2
1001,University of St. Thomas,Houston ,Texas,Southwest,1947,3999,199,Urban,29.760803,-95.369506,2
1002,Alma College,Alma ,Michigan,Midwest,1886,1999,199,Rural,43.377637,-84.658593,4
1003,Edgewood College,Madison ,Wisconsin,Midwest,1927,2999,299,Urban,43.073926,-89.385244,2
1004,Grace College,Winona Lake ,Indiana,Midwest,1948,2999,99,Rural,41.227491,-85.816558,2
1005,Oklahoma Christian University,Edmond ,Oklahoma,Southwest,1950,2999,199,Urban,35.65314,-97.481511,2
1006,Chadron State College,Chadron ,Nebraska,Midwest,1911,3999,99,Rural,42.830856,-103.00023,2
1007,Hiram College,Hiram ,Ohio,Midwest,1850,1999,99,Suburban,41.309419,-81.143599,2
1008,Henderson State University,Arkadelphia ,Arkansas,Southeast,1890,3999,299,Rural,34.120959,-93.053523,1
1009,Bridgewater College,Bridgewater ,Virginia,Southeast,1880,1999,199,Suburban,38.386509,-78.970604,2
1010,D'Youville College,Buffalo ,New York,Northeast,1908,3999,399,Urban,42.887691,-78.879374,2
1011,Alverno College,Milwaukee ,Wisconsin,Midwest,1887,2999,299,Urban,43.041072,-87.909421,2
1012,Saint Martin's University,Lacey ,Washington,West,1895,1999,299,Suburban,47.043299,-122.823152,1
1013,California State University Maritime Academy,Vallejo ,California,West,1929,1999,99,Urban,38.101088,-122.254959,1
1014,Doane University,Crete ,Nebraska,Midwest,1872,1999,199,Rural,40.625243,-96.957913,1
1015,Northwood University,Midland ,Michigan,Midwest,1959,4999,99,Urban,43.623616,-84.225536,3
1016,Herzing University,Madison ,Wisconsin,Midwest,1965,4999,499,Urban,43.073926,-89.385244,2
1017,Aquinas College,Grand Rapids ,Michigan,Midwest,1886,1999,299,Urban,42.965446,-85.670209,2
1018,University of South Carolina-Upstate,Spartanburg ,South Carolina,Southeast,1967,7999,499,Suburban,34.947914,-81.934664,2
1019,Post University,Waterbury ,Connecticut,Northeast,1890,19999,599,Suburban,41.554261,-73.043069,2
1020,Morrisville State College,Morrisville ,New York,Northeast,1908,3999,299,Rural,42.898931,-75.645966,2
1021,Emmanuel College,Boston ,Massachusetts,Northeast,1919,2999,199,Urban,42.358894,-71.056742,2
1022,Columbus College of Art and Design,Columbus ,Ohio,Midwest,1879,1999,299,Urban,39.962649,-82.996216,2
1023,Albany Medical College,Albany ,New York,Northeast,1839,999,499,Urban,42.651242,-73.755418,2
1024,Upper Iowa University,Fayette ,Iowa,Midwest,1857,8999,99,Rural,42.842107,-91.800913,1
1025,Chaminade University of Honolulu,Honolulu ,Hawaii,Northeast,1955,2999,99,Urban,21.30992,-157.858158,1
1026,Southeastern Oklahoma State University,Durant ,Oklahoma,Southwest,1909,5999,199,Rural,33.991879,-96.387254,1
1027,The University of Texas Permian Basin,Odessa ,Texas,Southwest,1969,9999,299,Urban,31.849462,-102.374677,2
1028,Monroe College,The Bronx ,New York,Northeast,1933,9999,599,Urban,40.826153,-73.920265,2
1029,New York Medical College,Valhalla ,New York,Northeast,1860,1999,599,Suburban,41.080281,-73.776807,2
1030,Boston Architectural College,Boston ,Massachusetts,Northeast,1889,999,299,Urban,42.358894,-71.056742,2
1031,Malone University,Canton ,Ohio,Midwest,2008,2999,199,Urban,40.797388,-81.377036,2
1032,Marywood University,Scranton ,Pennsylvania,Northeast,1915,3999,399,Urban,41.409113,-75.662346,2
1033,The City College of New York,New York City ,New York,Northeast,1847,19999,1499,Urban,40.713054,-74.007228,2
1034,Southwestern Oklahoma State University,Weatherford ,Oklahoma,Southwest,1901,6999,299,Rural,35.526058,-98.704959,1
1035,Stevenson University,Stevenson ,Maryland,Southeast,1947,4999,499,Suburban,39.410301,-76.713303,2
1036,University of St. Francis,Joliet ,Illinois,Midwest,1920,6999,199,Suburban,41.524956,-88.082979,2
1037,Geneva College,Beaver Falls ,Pennsylvania,Northeast,1848,1999,99,Suburban,40.755968,-80.319427,2
1038,University of South Carolina-Aiken,Aiken ,South Carolina,Southeast,1961,4999,399,Urban,33.563871,-81.71615,2
1039,Evangel University,Springfield ,Missouri,Midwest,1955,2999,299,Urban,37.215521,-93.292361,2
1040,New Mexico Highlands University,Las Vegas ,New Mexico,Southwest,1893,3999,199,Rural,35.598521,-105.218849,2
1041,Vincennes University,Vincennes ,Indiana,Midwest,1801,24999,899,Suburban,38.682025,-87.5125,2
1042,University of North Texas Health Science Center,Fort Worth ,Texas,Southwest,1970,2999,399,Urban,32.739977,-97.340038,2
1043,Purdue University Northwest,Hammond ,Indiana,Midwest,2016,14999,699,Suburban,41.604595,-87.508921,2
1044,San Francisco Conservatory of Music,San Francisco ,California,West,1917,499,50,Urban,37.78008,-122.420168,2
1045,Ferrum College,Ferrum ,Virginia,Southeast,1913,1999,99,Rural,36.924113,-80.018603,2
1046,Life University,Marietta ,Georgia,Southeast,1974,3999,299,Urban,33.952304,-84.549051,2
1047,North Carolina Wesleyan College,Rocky Mount ,North Carolina,Southeast,1956,2999,299,Urban,35.939032,-77.800239,2
1048,Wayne State College,Wayne ,Nebraska,Midwest,1910,4999,299,Rural,42.235507,-97.020756,2
1049,Carroll College,Helena ,Montana,West,1909,1999,199,Rural,46.59107,-112.020458,2
1050,Nicholls State University,Thibodaux ,Louisiana,Southeast,1948,7999,299,Suburban,29.795742,-90.822529,2
1051,United States Coast Guard Academy,New London ,Connecticut,Northeast,1876,1999,199,Urban,41.355167,-72.099561,2
1052,Ouachita Baptist University,Arkadelphia ,Arkansas,Southeast,1886,1999,199,Suburban,34.120959,-93.053523,1
1053,Coppin State University,Baltimore ,Maryland,Southeast,1938,3999,299,Urban,39.290443,-76.612333,2
1054,Black Hills State University,Spearfish ,South Dakota,Midwest,1883,6999,299,Rural,44.482955,-103.850382,2
1055,Francis Marion University,Florence ,South Carolina,Southeast,1970,4999,399,Suburban,34.195772,-79.761968,2
1056,John Jay College of Criminal Justice,New York City ,New York,Northeast,1964,19999,1499,Urban,40.713054,-74.007228,2
1057,Hardin-Simmons University,Abilene ,Texas,Southwest,1891,2999,299,Urban,32.453562,-99.732654,2
1058,McKendree University,Lebanon ,Illinois,Midwest,1828,3999,99,Suburban,38.603944,-89.810378,2
1059,University of the Sciences in Philadelphia,Philadelphia ,Pennsylvania,Northeast,1821,2999,199,Urban,39.951061,-75.16562,2
1060,Southern California Institute of Architecture,Los Angeles ,California,West,1972,999,99,Urban,34.052238,-118.243344,3
1061,A.T. Still University,Kirksville ,Missouri,Midwest,1892,4999,799,Rural,40.194722,-92.582052,2
1062,University of Hawaii at Hilo,Hilo ,Hawaii,Northeast,1970,4999,399,Rural,19.725258,-155.089086,1
1063,"Lincoln University, Missouri",Jefferson City ,Missouri,Midwest,1866,3999,199,Urban,38.577896,-92.187689,2
1064,Southwest Minnesota State University,Marshall ,Minnesota,Midwest,1963,8999,299,Rural,44.444607,-95.785407,2
1065,Trinity International University,Deerfield ,Illinois,Midwest,1897,2999,299,Suburban,42.167311,-87.845735,2
1066,Greenville University,Greenville ,Illinois,Midwest,1892,1999,99,Rural,38.892715,-89.413455,2
1067,Saint Peter's University,Jersey City ,New Jersey,Northeast,1872,4999,399,Urban,40.717495,-74.044111,2
1068,Cornerstone University,Grand Rapids ,Michigan,Midwest,1941,2999,99,Urban,42.965446,-85.670209,2
1069,Bard College at Simon's Rock,Great Barrington ,Massachusetts,Northeast,1964,499,99,Rural,42.193809,-73.362878,2
1070,Southern Nazarene University,Bethany ,Oklahoma,Southwest,1899,2999,299,Suburban,35.507901,-97.635174,2
1071,Fitchburg State University,Fitchburg ,Massachusetts,Northeast,1894,14999,399,Suburban,42.580807,-71.795967,2
1072,University of Dubuque,Dubuque ,Iowa,Midwest,1852,2999,99,Urban,42.505512,-90.667314,2
1073,New England Institute of Technology,East Greenwich ,Rhode Island,Northeast,1940,3999,399,Suburban,41.662261,-71.450022,2
1074,Faulkner University,Montgomery ,Alabama,Southeast,1942,4999,399,Urban,32.376547,-86.299651,2
1075,Maine College of Art,Portland ,Maine,Northeast,1882,999,199,Urban,43.659218,-70.256519,2
1076,Presbyterian College,Clinton ,South Carolina,Southeast,1880,1999,199,Rural,34.47264,-81.880784,2
1077,Indiana University Northwest,Gary ,Indiana,Midwest,1959,5999,399,Urban,41.601967,-87.349684,2
1078,Rockhurst University,Kansas City ,Missouri,Midwest,1910,3999,299,Urban,39.099792,-94.578559,2
1079,Cardinal Stritch University,Milwaukee ,Wisconsin,Midwest,1937,3999,299,Suburban,43.041072,-87.909421,2
1080,Elmira College,Elmira ,New York,Northeast,1855,1999,199,Suburban,42.089823,-76.808259,2
1081,Daytona State College,Daytona Beach ,Florida,Southeast,1957,19999,999,Urban,29.207056,-81.020739,2
1082,Houghton College,Houghton ,New York,Northeast,1883,1999,199,Rural,42.426194,-78.151063,2
1083,Nebraska Wesleyan University,Lincoln ,Nebraska,Midwest,1887,4999,399,Urban,40.813599,-96.70261,1
1084,Soka University of America,Aliso Viejo ,California,West,2001,499,99,Suburban,33.569594,-117.726369,3
1085,Asbury University,Wilmore ,Kentucky,Southeast,1890,2999,199,Suburban,37.861905,-84.661723,2
1086,Pfeiffer University,Misenheimer ,North Carolina,Southeast,1885,1999,99,Rural,35.484951,-80.28186,2
1087,Fielding Graduate University,Santa Barbara ,California,West,1974,1999,199,Urban,34.420867,-119.698342,1
1088,Heidelberg University,Tiffin ,Ohio,Midwest,1850,1999,199,Rural,41.114589,-83.176563,2
1089,Daemen College,Amherst ,New York,Northeast,1947,3999,299,Suburban,42.97911,-78.799259,2
1090,Campbellsville University,Campbellsville ,Kentucky,Southeast,1906,14999,499,Rural,37.347967,-85.348089,2
1091,State College of Florida-Manatee-Sarasota,Bradenton ,Florida,Southeast,1957,14999,499,Suburban,27.488962,-82.562798,2
1092,National American University,Rapid City ,South Dakota,Midwest,1941,9999,399,Urban,44.082995,-103.224443,2
1093,University of Montevallo,Montevallo ,Alabama,Southeast,1896,2999,299,Suburban,33.100335,-86.863057,2
1094,Northland College,Ashland ,Wisconsin,Midwest,1906,999,99,Rural,46.59014,-90.888929,2
1095,Mississippi University for Women,Columbus ,Mississippi,Southeast,1884,3999,299,Rural,33.495562,-88.424393,2
1096,University of Sioux Falls,Sioux Falls ,South Dakota,Midwest,1883,2999,199,Urban,43.488765,-96.743185,1
1097,Immaculata University,Immaculata ,Pennsylvania,Northeast,1920,3999,99,Suburban,40.0275,-75.5467,2
1098,SUNY Maritime College,Throggs Neck ,New York,Northeast,1874,1999,199,Urban,40.822498,-73.82,2
1099,Shorter University,Rome ,Georgia,Southeast,1873,1999,199,Urban,34.260461,-85.180623,2
1100,Bethel College,North Newton ,Kansas,Midwest,1887,999,99,Suburban,38.073396,-97.345228,2
1101,Curry College,Milton ,Massachusetts,Northeast,1879,3999,399,Suburban,42.248566,-71.069184,2
1102,SUNY College at Old Westbury,Old Westbury ,New York,Northeast,1965,6999,399,Suburban,40.788748,-73.599747,4
1103,Albany State University,Albany ,Georgia,Southeast,1903,14999,399,Urban,31.57846,-84.155875,2
1104,Missouri Southern State University,Joplin ,Missouri,Midwest,1937,6999,299,Urban,37.087628,-94.512248,2
1105,Massachusetts College of Liberal Arts,North Adams ,Massachusetts,Northeast,1894,2999,199,Suburban,42.700543,-73.108704,2
1106,Worcester State University,Worcester ,Massachusetts,Northeast,1874,14999,499,Urban,42.262073,-71.802278,2
1107,Neumann University,Aston ,Pennsylvania,Northeast,1965,3999,299,Suburban,39.864165,-75.427836,2
1108,Rivier University,Nashua ,New Hampshire,Northeast,1933,3999,299,Urban,42.75787,-71.46395,2
1109,East Central University,Ada ,Oklahoma,Southwest,1909,3999,299,Rural,34.774512,-96.678643,2
1110,Southern Arkansas University,Magnolia ,Arkansas,Southeast,1909,5999,299,Rural,33.272642,-93.232869,1
1111,Northwestern College,Orange City ,Iowa,Midwest,1882,1999,99,Rural,43.00136,-96.056776,2
1112,Carlow University,Pittsburgh ,Pennsylvania,Northeast,1929,2999,199,Urban,40.442169,-79.994945,2
1113,Georgian Court University,Lakewood ,New Jersey,Northeast,1908,2999,299,Urban,40.08991,-74.216273,2
1114,University of Maryland Eastern Shore,Princess Anne ,Maryland,Southeast,1886,3999,399,Suburban,38.203903,-75.694321,2
1115,Brenau University,Gainesville ,Georgia,Southeast,1878,3999,299,Urban,34.298772,-83.829629,2
1116,Des Moines University,Des Moines ,Iowa,Midwest,1898,1999,199,Urban,41.588822,-93.620309,2
1117,Cedar Crest College,Allentown ,Pennsylvania,Northeast,1867,1999,299,Urban,40.602753,-75.469759,2
1118,Goddard College,Plainfield ,Vermont,Northeast,1863,999,50,Rural,44.275009,-72.422668,2
1119,University of Houston-Victoria,Victoria ,Texas,Southwest,1973,4999,199,Urban,28.799192,-97.006062,2
1120,Mansfield University of Pennsylvania,Mansfield ,Pennsylvania,Northeast,1857,2999,299,Rural,41.805865,-77.077598,2
1121,Columbia International University,Columbia ,South Carolina,Southeast,1923,1999,99,Urban,34.009286,-81.037094,2
1122,Mount Saint Mary College,Newburgh ,New York,Northeast,1954,2999,299,Suburban,41.500705,-74.021352,2
1123,Dallas Baptist University,Dallas ,Texas,Southwest,1898,5999,199,Urban,32.777977,-96.796215,1
1124,Cleveland Institute of Art,Cleveland ,Ohio,Midwest,1882,999,199,Urban,41.505546,-81.6915,2
1125,Nichols College,Dudley ,Massachusetts,Northeast,1815,1999,199,Suburban,42.055553,-71.951205,2
1126,University of Saint Joseph,West Hartford ,Connecticut,Northeast,1932,3999,199,Suburban,41.762008,-72.741807,2
1127,Clarke University,Dubuque ,Iowa,Midwest,1843,1999,199,Urban,42.505512,-90.667314,2
1128,Lasell University,Newton ,Massachusetts,Northeast,1851,2999,299,Urban,42.338028,-71.211578,2
1129,University of the Cumberlands,Williamsburg ,Kentucky,Southeast,1888,19999,699,Rural,36.740616,-84.162089,1
1130,Wisconsin Lutheran College,Milwaukee ,Wisconsin,Midwest,1973,1999,99,Urban,43.041072,-87.909421,2
1131,Savannah State University,Savannah ,Georgia,Southeast,1890,5999,299,Urban,32.08059,-81.090103,2
1132,Houston Baptist University,Houston ,Texas,Southwest,1960,3999,399,Urban,29.760803,-95.369506,2
1133,Catawba College,Salisbury ,North Carolina,Southeast,1851,1999,199,Suburban,35.668328,-80.470993,1
1134,Samuel Merritt University,Oakland ,California,West,1909,2999,399,Urban,37.804828,-122.27248,1
1135,"Concordia University, Nebraska",Seward ,Nebraska,Midwest,1894,3999,99,Rural,40.907826,-97.09908,1
1136,Johnson C. Smith University,Charlotte ,North Carolina,Southeast,1867,1999,199,Urban,35.222936,-80.840161,2
1137,West Coast University-Los Angeles,North Hollywood ,California,West,1909,2999,199,Urban,34.172199,-118.378098,3
1138,Meharry Medical College,Nashville ,Tennessee,Southeast,1876,999,299,Urban,36.166687,-86.779932,2
1139,Franciscan University of Steubenville,Steubenville ,Ohio,Midwest,1946,3999,199,Urban,40.369896,-80.632082,2
1140,Cornish College of the Arts,Seattle ,Washington,West,1914,999,199,Urban,47.603229,-122.33028,2
